observation_id,rxte_obsid,source_id,canonical_source,raw_source_name,class_label,observation_time,usable,exclusion_reason,instrument,data_product,spectrum_path_or_reference,error_path_or_reference,energy_grid_id,feature_record_id,provenance_record_id
30191-01-02-00,30191-01-02-00,xte_j1550_564,XTE J1550-564,XTE_J1550-564,BH,1998-09-19T23:59:28,True,,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/30191-01-02-00.npz,data/processed/native/30191-01-02-00.npz,8ff3fb4fa4f01c683cf0c9c52c358dfd44ba8b7347be1957285d1a7e95e391a4,30191-01-02-00,30191-01-02-00
30191-01-12-00,30191-01-12-00,xte_j1550_564,XTE J1550-564,XTE_J1550-564,BH,1998-09-26T00:04:32,True,,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/30191-01-12-00.npz,data/processed/native/30191-01-12-00.npz,bcb26162d4b60e46cce7d46b1a24eb65ca1e0db6b9837f8b62d4462d0baabcec,30191-01-12-00,30191-01-12-00
30191-01-28-01,30191-01-28-01,xte_j1550_564,XTE J1550-564,XTE_J1550-564,BH,1998-10-11T13:38:40,True,,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/30191-01-28-01.npz,data/processed/native/30191-01-28-01.npz,1706a560b8b5ed9732dcfa4d79cc9100d809cbb85d63c729ff6e2afc48aa17b7,30191-01-28-01,30191-01-28-01
30191-01-34-00,30191-01-34-00,xte_j1550_564,XTE J1550-564,XTE_J1550-564,BH,1998-10-24T06:28:32,True,,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/30191-01-34-00.npz,data/processed/native/30191-01-34-00.npz,40abd0388d5ca43e6bbcb690c38ff4ec36aa2140edfa5ea5cc9dc202107e68c8,30191-01-34-00,30191-01-34-00
30191-01-44-00,30191-01-44-00,xte_j1550_564,XTE J1550-564,XTE_J1550-564,BH,1998-11-15T11:30:24,True,,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/30191-01-44-00.npz,data/processed/native/30191-01-44-00.npz,9b8fd3f5c773b4a8d0c3a251a4aa69f96aee64ccfec212a04bb63cc69a255301,30191-01-44-00,30191-01-44-00
30401-01-01-00,30401-01-01-00,gs_1354_64,GS 1354-64,X1354-644,BH,1997-12-27T14:39:28,True,,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/30401-01-01-00.npz,data/processed/native/30401-01-01-00.npz,5c9c073696e64d52a0572a55b64230c831ae8e1e89188d888e952cafc7e8d731,30401-01-01-00,30401-01-01-00
30401-01-02-00,30401-01-02-00,gs_1354_64,GS 1354-64,X1354-644,BH,1998-01-04T17:47:12,True,,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/30401-01-02-00.npz,data/processed/native/30401-01-02-00.npz,f649ef661320962498688e31cefe52e20c152984cc00000d967996086faf5e79,30401-01-02-00,30401-01-02-00
30401-01-03-00,30401-01-03-00,gs_1354_64,GS 1354-64,X1354-644,BH,1998-01-12T15:04:32,True,,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/30401-01-03-00.npz,data/processed/native/30401-01-03-00.npz,2dfd0befa4be58f85ab74d208602cb5164d54bf4b546a12b64fc03c3e844ba46,30401-01-03-00,30401-01-03-00
30401-01-04-00,30401-01-04-00,gs_1354_64,GS 1354-64,X1354-644,BH,1998-01-26T12:07:28,True,,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/30401-01-04-00.npz,data/processed/native/30401-01-04-00.npz,b4834314e889abe676614584fbd3290ce95008fe97432263231cb7209148f52c,30401-01-04-00,30401-01-04-00
30401-01-05-00,30401-01-05-00,gs_1354_64,GS 1354-64,X1354-644,BH,,False,Selected PCUs not continuously on in sampled GTIs; re-extraction required,RXTE/PCA,,,,,,
30411-01-02-04,30411-01-02-04,sax_j1808_4_3658,SAX J1808.4-3658,SAX_J1808.4-3658,NS,,False,Missing retrieved source product,RXTE/PCA,,,,,,
30411-01-11-02,30411-01-11-02,sax_j1808_4_3658,SAX J1808.4-3658,SAX_J1808.4-3658,NS,1998-05-02T01:25:52,False,net_5_25_keV_recorded_rate_not_greater_than_5_count_s_PCU,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/30411-01-11-02.npz,data/processed/native/30411-01-11-02.npz,8c628c959123ce054a52ff84ece391bf87305bce78bd2e98e6b8c3dcc507246c,30411-01-11-02,30411-01-11-02
30435-01-07-00,30435-01-07-00,xte_j1550_564,XTE J1550-564,XTE_J1550-564,BH,1998-12-05T01:56:00,True,,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/30435-01-07-00.npz,data/processed/native/30435-01-07-00.npz,6a28dd2086ea5b9907b6cba3b0595ed3e15039571ad8091ad1c06cc008424773,30435-01-07-00,30435-01-07-00
30435-01-15-01,30435-01-15-01,xte_j1550_564,XTE J1550-564,XTE_J1550-564,BH,1998-12-18T15:46:24,True,,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/30435-01-15-01.npz,data/processed/native/30435-01-15-01.npz,332fe9b671bed14d2a73efcc6279acdc74d852cb15cdab28e8bf8f33ed3e6857,30435-01-15-01,30435-01-15-01
30435-01-25-00,30435-01-25-00,xte_j1550_564,XTE J1550-564,XTE_J1550-564,BH,1998-12-28T19:06:40,True,,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/30435-01-25-00.npz,data/processed/native/30435-01-25-00.npz,d3688ee8e5cf41188c90d7167fac80a6a82e8ee217bef29f0fb7e92ed52bbdc3,30435-01-25-00,30435-01-25-00
40017-02-02-02,40017-02-02-02,cyg_x_2,Cyg X-2,CYG_X-2,NS,1999-01-27T08:15:12,True,,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/40017-02-02-02.npz,data/processed/native/40017-02-02-02.npz,6d1cc55c23dbb275c9e15f35081ba49e8496d8c89593a3e1cd06e728a809d6fe,40017-02-02-02,40017-02-02-02
40017-02-12-00,40017-02-12-00,cyg_x_2,Cyg X-2,CYG_X-2,NS,1999-08-23T12:32:00,True,,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/40017-02-12-00.npz,data/processed/native/40017-02-12-00.npz,f63a8969f1b03c6aab5aaa5735c32ffbca617746b0bbed7369875e1a2f6ae630,40017-02-12-00,40017-02-12-00
40017-02-16-06,40017-02-16-06,cyg_x_2,Cyg X-2,CYG_X-2,NS,1999-11-20T23:36:00,True,,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/40017-02-16-06.npz,data/processed/native/40017-02-16-06.npz,fe0d46ce644f4f1f2d0c99753e85186f87be344a413a62a846346d1c68b83384,40017-02-16-06,40017-02-16-06
40019-03-01-02,40019-03-01-02,4u_1728_34,4U 1728-34,4U1728-34,NS,1999-09-21T17:46:24,True,,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/40019-03-01-02.npz,data/processed/native/40019-03-01-02.npz,46332bb215759d10fc273588e7a05aac89e726c8745f10b7fb34686ab2096032,40019-03-01-02,40019-03-01-02
40019-04-04-00,40019-04-04-00,cyg_x_2,Cyg X-2,CYG_X-2,NS,1999-12-17T10:04:32,True,,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/40019-04-04-00.npz,data/processed/native/40019-04-04-00.npz,4817dedfe4378a9355cc422a7e85c8ba5a8563876633f33c2f0012426484a611,40019-04-04-00,40019-04-04-00
40025-03-01-00,40025-03-01-00,ser_x_1,Ser X-1,SER_X-1,NS,1999-04-10T14:48:32,True,,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/40025-03-01-00.npz,data/processed/native/40025-03-01-00.npz,488a8d33a2b03bade80f346d22df7cccc817a801b22ff55c8c7fab2f2325af37,40025-03-01-00,40025-03-01-00
40025-03-01-01,40025-03-01-01,ser_x_1,Ser X-1,SER_X-1,NS,1999-04-13T10:02:24,True,,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/40025-03-01-01.npz,data/processed/native/40025-03-01-01.npz,f81139b44491d540cbbe12294cbebcee879cf07ab1dba12140f08569261aa9df,40025-03-01-01,40025-03-01-01
40025-03-01-02,40025-03-01-02,ser_x_1,Ser X-1,SER_X-1,NS,1999-04-16T21:06:40,True,,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/40025-03-01-02.npz,data/processed/native/40025-03-01-02.npz,067801c9c1f1cebde50601aa204d1ff32725f885db57fcef988fdf1f0c188f29,40025-03-01-02,40025-03-01-02
40025-03-02-00,40025-03-02-00,ser_x_1,Ser X-1,SER_X-1,NS,1999-04-18T21:02:40,True,,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/40025-03-02-00.npz,data/processed/native/40025-03-02-00.npz,2c64804c8d37dabc06a46e734bbaeb77392175edfc2975d0eaef69a4b1f1964f,40025-03-02-00,40025-03-02-00
40025-03-02-01,40025-03-02-01,ser_x_1,Ser X-1,SER_X-1,NS,1999-04-20T19:23:12,True,,RXTE/PCA,PCA_OGIP_RATE43_OVERLAP_V1,data/processed/native/40025-03-02-01.npz,data/processed/native/40025-03-02-01.npz,0063772572f4cabae79f8adf65cd3a8701b7c0ad4cbf1d4f313bcefef430cc2a,40025-03-02-01,40025-03-02-01
