mission,instrument,obsid,physical_source,class_label,source_path,background_path,response_path,feature_status,source_sha256,background_sha256,response_sha256,source_poiserr,source_has_stat_err,background_poiserr,background_has_stat_err
RXTE,PCA_PCU2_TOP_LAYER,70133-01-26-01,4u_1543_475,BH,../data/processed/validation_heasoft/reduction/70133-01-26-01/source.pha,../data/processed/validation_heasoft/reduction/70133-01-26-01/background.pha,../data/processed/validation_heasoft/reduction/70133-01-26-01/response.rsp,NOT_GENERATED,8cd64faf7c871ff92a4ce517a8b6346d91c3af1257e65479adc519d01e920dfd,407cf5e2f47c692657c95a0d7fddf72b89d72a24d925b32fba6b9f1b2e2b3150,0da0f1cdfd930e2521e813df95a7018c22dd080f1cfd4958d6a7e966b92a6299,False,True,False,True
RXTE,PCA_PCU2_TOP_LAYER,70133-01-31-00,4u_1543_475,BH,../data/processed/validation_heasoft/reduction/70133-01-31-00/source.pha,../data/processed/validation_heasoft/reduction/70133-01-31-00/background.pha,../data/processed/validation_heasoft/reduction/70133-01-31-00/response.rsp,NOT_GENERATED,201953b9cfda48f6b8cb8b86d6770c77c0f559d88ed4f642c835a47a8e7b415d,f6ca58dde5846ff58a4c1e02dec62203d7240dfde7f9b918bce66b8201624e82,1b9938778a3f161315ca59d5a6386dd0729a94df6ab7728ecdacd38f74a676ee,False,True,False,True
RXTE,PCA_PCU2_TOP_LAYER,70124-02-06-00,4u_1543_475,BH,../data/processed/validation_heasoft/reduction/70124-02-06-00/source.pha,../data/processed/validation_heasoft/reduction/70124-02-06-00/background.pha,../data/processed/validation_heasoft/reduction/70124-02-06-00/response.rsp,NOT_GENERATED,837f49dbe8d270137ebae3340de986e819e6e52a8c9195af09de3dcf3f12e433,681c2e60803b5a08f8abeebf3cd27d61eceb65a5f8c8b6439361256395eaa6ad,7ae7aff9e282b0e91896a3f4b5ebd94043ef7bdd158d72fc6d75c7738672ef29,False,True,False,True
RXTE,PCA_PCU2_TOP_LAYER,70124-02-11-00,4u_1543_475,BH,../data/processed/validation_heasoft/reduction/70124-02-11-00/source.pha,../data/processed/validation_heasoft/reduction/70124-02-11-00/background.pha,../data/processed/validation_heasoft/reduction/70124-02-11-00/response.rsp,NOT_GENERATED,171f38e8d059f2db03d742f3a1de00ad100d6ea499efd0019aad712f7743c901,380f118cfe71cf4586024726829442d5f311ed00c5822e9a01397474e82f715b,f7ad9bc9c8b0cf129c3a6e06eba5e240689794070288b9f4b123c249faedcb60,False,True,False,True
RXTE,PCA_PCU2_TOP_LAYER,10093-01-01-01,4u_1608_522,NS,../data/processed/validation_heasoft/reduction/10093-01-01-01/source.pha,../data/processed/validation_heasoft/reduction/10093-01-01-01/background.pha,../data/processed/validation_heasoft/reduction/10093-01-01-01/response.rsp,NOT_GENERATED,c4a6b38e9d37ed3150eb08272c2be0aae8643a6fcb3eb9af758ce629ac907205,a5151d9a078e857cd2f1a94171f22a66c9b70fd06a2b8d3b39e9f6eaa6a2ddc0,61d9ff3550097b41fb2c13fe01378138a8a18129529d4a1bba04c422d9ab72bc,False,True,False,True
RXTE,PCA_PCU2_TOP_LAYER,60052-02-04-03,4u_1608_522,NS,../data/processed/validation_heasoft/reduction/60052-02-04-03/source.pha,../data/processed/validation_heasoft/reduction/60052-02-04-03/background.pha,../data/processed/validation_heasoft/reduction/60052-02-04-03/response.rsp,NOT_GENERATED,1272aed753424c18af05a5130e386a49db6048eed13ea83cfaaf2f43ca54df34,a123d41094f7dda49c5c51c44b8404e4faea7cf8a565784b640794edf847c6e6,ae98fc1ca879bb421ad09aefd785b210d4a1963c01af6cc0af0cac783d67fe8b,False,True,False,True
RXTE,PCA_PCU2_TOP_LAYER,70069-01-03-01,4u_1608_522,NS,../data/processed/validation_heasoft/reduction/70069-01-03-01/source.pha,../data/processed/validation_heasoft/reduction/70069-01-03-01/background.pha,../data/processed/validation_heasoft/reduction/70069-01-03-01/response.rsp,NOT_GENERATED,b3dae57caaa94fe9e868a10e968e186a1d4fce9831779b801d515bc38c5d5fbb,6e75653df645ab11bd8dadd2bde0f4faaef5b36dea75cb1670d9565d149bfac2,8ae35c5542be666d0b0917d96aaf7bac9b04086fd4c6b16e6ec430579a576abf,False,True,False,True
RXTE,PCA_PCU2_TOP_LAYER,92401-01-11-03,4u_1608_522,NS,../data/processed/validation_heasoft/reduction/92401-01-11-03/source.pha,../data/processed/validation_heasoft/reduction/92401-01-11-03/background.pha,../data/processed/validation_heasoft/reduction/92401-01-11-03/response.rsp,NOT_GENERATED,15612969fd3d35dc91fec0fbab481cad924687afc79d5ab85518ee17b326c0e2,45f1d7c06f09e31bde71c3b3e16bb241030f6467040e6ea8f4bcb72f782345b4,d7198dc2bcd3682abbc615971b7493a1eafaa33ac893b1c2198a7e023b760224,False,True,False,True
RXTE,PCA_PCU2_TOP_LAYER,93408-01-26-03,4u_1608_522,NS,../data/processed/validation_heasoft/reduction/93408-01-26-03/source.pha,../data/processed/validation_heasoft/reduction/93408-01-26-03/background.pha,../data/processed/validation_heasoft/reduction/93408-01-26-03/response.rsp,NOT_GENERATED,e7c5b29660596811ea698881b150de652004a242b1712aa15a112593cd2997c2,f3159506e3768dc6fba849bc957bad37f0f6ad02518e447c333a2a262d8bc517,460304d7efe20bb1843f625d6b33f1f19818c800501358dfb0e55c6647167243,False,True,False,True
RXTE,PCA_PCU2_TOP_LAYER,93408-01-66-01,4u_1608_522,NS,../data/processed/validation_heasoft/reduction/93408-01-66-01/source.pha,../data/processed/validation_heasoft/reduction/93408-01-66-01/background.pha,../data/processed/validation_heasoft/reduction/93408-01-66-01/response.rsp,NOT_GENERATED,b541c30409bc30bd89dbf108908bcf4327b7c525139c60dec68ab3b4a3595781,199cebf681c843930ff4ec9aaf5ac4dc9570585cbffcf6b8e2ccd5598a6cbf9d,0fd3997c00f71f6e42d9e2419402ab11202fa4ccdb1155d7f37ea6fd45953ea7,False,True,False,True
RXTE,PCA_PCU2_TOP_LAYER,94401-01-34-00,4u_1608_522,NS,../data/processed/validation_heasoft/reduction/94401-01-34-00/source.pha,../data/processed/validation_heasoft/reduction/94401-01-34-00/background.pha,../data/processed/validation_heasoft/reduction/94401-01-34-00/response.rsp,NOT_GENERATED,c95feff0feb71af25fb415ac937977eab3b13f1d0877817e41770e0f63cf145d,f63fe4e6ca142ea76ff59f80897a418fa371acf23fe1c7ee9d55f36204df9d33,32be06bccdebab3f7885b24350a142187fd7f2f8a634e0c43438b2ad19245511,False,True,False,True
RXTE,PCA_PCU2_TOP_LAYER,96423-01-39-02,4u_1608_522,NS,../data/processed/validation_heasoft/reduction/96423-01-39-02/source.pha,../data/processed/validation_heasoft/reduction/96423-01-39-02/background.pha,../data/processed/validation_heasoft/reduction/96423-01-39-02/response.rsp,NOT_GENERATED,09125a70c77ef86fb4e00791f3136f3a80efabaadc1c62cdd22ff334ee2af911,d8d274dbdf9d162e816452f6dcf4d50bed502b71ce723fa9346e60435fd31e0b,792953a751e9411a9cf99dc810d5878fa04204459c8f23fca61ef6a49286f084,False,True,False,True
RXTE,PCA_PCU2_TOP_LAYER,30053-02-01-00,4u_1636_536,NS,../data/processed/validation_heasoft/reduction/30053-02-01-00/source.pha,../data/processed/validation_heasoft/reduction/30053-02-01-00/background.pha,../data/processed/validation_heasoft/reduction/30053-02-01-00/response.rsp,NOT_GENERATED,3fc04dc9dd1e6bddb9be6b398fab383c2980d3f652eed71f3bdf75d4136ea77a,2c9e7a421abfe50584b78f8fc9b0d7f9686c51e744f83d08958b3db2c390d7d3,030b6e6c5952f7ea7949873ee70e4fa0a0a77aaf1d3d71a2827e61d3708aa950,False,True,False,True
RXTE,PCA_PCU2_TOP_LAYER,60032-05-15-00,4u_1636_536,NS,../data/processed/validation_heasoft/reduction/60032-05-15-00/source.pha,../data/processed/validation_heasoft/reduction/60032-05-15-00/background.pha,../data/processed/validation_heasoft/reduction/60032-05-15-00/response.rsp,NOT_GENERATED,9ab5d2d01364166913cf3125b53b338038d4f53a69f17e7c52e88e3cb1094ff7,3d4256de8b735218cb285b76cec2e457e14274bcf18639222c0d5b78b7c9f4f5,fc6f278513fdf4d7d61a15cc9a6cdcef02155deb98cc60e6cc0299db2b103aed,False,True,False,True
RXTE,PCA_PCU2_TOP_LAYER,92023-02-08-00,4u_1636_536,NS,../data/processed/validation_heasoft/reduction/92023-02-08-00/source.pha,../data/processed/validation_heasoft/reduction/92023-02-08-00/background.pha,../data/processed/validation_heasoft/reduction/92023-02-08-00/response.rsp,NOT_GENERATED,7b1a1f03502cfce6dd1fe9beb217778a8b807fd63548e2261102ba8966894235,8e397442bac3190f87ec25ebd5346794e0fa51a55ba60cb40a64c27a02e08c06,2b5f0a10789f3a7d1e632d2822abb32523d6b938ef13d69ec58abf7f82c948cf,False,True,False,True
RXTE,PCA_PCU2_TOP_LAYER,91024-01-85-10,4u_1636_536,NS,../data/processed/validation_heasoft/reduction/91024-01-85-10/source.pha,../data/processed/validation_heasoft/reduction/91024-01-85-10/background.pha,../data/processed/validation_heasoft/reduction/91024-01-85-10/response.rsp,NOT_GENERATED,2a8da1717c2bd83ad8d7d09a67bc64e9c4ea45567d368fa7908bd145c037e3c3,18d3dfb54a066feb8410314d79a71029af0c10d69bf0b5465150e22f4ad2e767,83bd2eda03fbdcd62019fba264d9c3a26323a6ec8218b65d4331c67be988f81d,False,True,False,True
RXTE,PCA_PCU2_TOP_LAYER,93087-01-36-10,4u_1636_536,NS,../data/processed/validation_heasoft/reduction/93087-01-36-10/source.pha,../data/processed/validation_heasoft/reduction/93087-01-36-10/background.pha,../data/processed/validation_heasoft/reduction/93087-01-36-10/response.rsp,NOT_GENERATED,00904f92ffb02f3ea704dd49ae5cfdadad1f8e160c07e861d68635a2290d218f,f5602e34a3a116033aace168d1ec1bc2b0a502bc750d2aec7016c1b01c4d7a57,f8776d0272683994d670c2d649b0af51891ea8630fbf608d28207975d4bbfff9,False,True,False,True
RXTE,PCA_PCU2_TOP_LAYER,94087-01-49-00,4u_1636_536,NS,../data/processed/validation_heasoft/reduction/94087-01-49-00/source.pha,../data/processed/validation_heasoft/reduction/94087-01-49-00/background.pha,../data/processed/validation_heasoft/reduction/94087-01-49-00/response.rsp,NOT_GENERATED,83987e76aa1ab8a91ffd5ba98ee0fc10c2c882d12e13ba058c105dcf62312571,2a10159b21e3aeacc92abdfb4fdddab76ba10ce031d5a54ec27ed75005a3567f,046ea44e8fa12a49a80aee88f0c516513922ce304cf779a0051473c371f62ccb,False,True,False,True
RXTE,PCA_PCU2_TOP_LAYER,95087-01-15-10,4u_1636_536,NS,../data/processed/validation_heasoft/reduction/95087-01-15-10/source.pha,../data/processed/validation_heasoft/reduction/95087-01-15-10/background.pha,../data/processed/validation_heasoft/reduction/95087-01-15-10/response.rsp,NOT_GENERATED,a1f5bb6e9f5427ab10d18346c877c7ad4ae8de6f4cd74d884bc18b6ce6463482,6fa9939f3f59afaabea51b47fb1fc83bc846a714c34c0c9ca27855baf1a66f87,cfde18e47110043cf19b50077803c27c07d5ec4271f2cc4177500466312e6fa8,False,True,False,True
RXTE,PCA_PCU2_TOP_LAYER,96087-01-84-10,4u_1636_536,NS,../data/processed/validation_heasoft/reduction/96087-01-84-10/source.pha,../data/processed/validation_heasoft/reduction/96087-01-84-10/background.pha,../data/processed/validation_heasoft/reduction/96087-01-84-10/response.rsp,NOT_GENERATED,4f99c01cf0bc4ca0ae809eca1eaa1f0039c201e1111fbfcd097b3281b53900e4,9893c30dfdfd0e00496f4ae800c9ed43972cf5776c2f26ff61b57fd7abcd7618,e72091c88ee2530478487977daa3a144833c781923d8fe7c13443fa49c92f6b5,False,True,False,True
RXTE,PCA_PCU2_TOP_LAYER,20084-02-01-00,4u_1702_429,NS,../data/processed/validation_heasoft/reduction/20084-02-01-00/source.pha,../data/processed/validation_heasoft/reduction/20084-02-01-00/background.pha,../data/processed/validation_heasoft/reduction/20084-02-01-00/response.rsp,NOT_GENERATED,325da5b1236e1b8f4a37718af2be584544ab039cc9e9faf1322ec704ca3d0f60,d6b0d8db111761aecd82d446963687de7706bd7d5654386a8745746f5bc77352,87524bcba4e042cefeb667a07507714d72478ce299c0285d0ef4e80375126e1c,False,True,False,True
RXTE,PCA_PCU2_TOP_LAYER,40025-04-02-00,4u_1702_429,NS,../data/processed/validation_heasoft/reduction/40025-04-02-00/source.pha,../data/processed/validation_heasoft/reduction/40025-04-02-00/background.pha,../data/processed/validation_heasoft/reduction/40025-04-02-00/response.rsp,NOT_GENERATED,a030ab02c7f5cd818e7b537da1d8cbf5726b3eaab09cd4ed7a94bfa521f012fe,8aa25b81c7d595ad645e228eedc3a52107134600bbc7fe0b0b13aa0e5ba458cf,fae00b0bc6079b7a29827247c40c72ead7100f77d33e68fdeb366a40bad8a141,False,True,False,True
RXTE,PCA_PCU2_TOP_LAYER,50030-01-01-03,4u_1702_429,NS,../data/processed/validation_heasoft/reduction/50030-01-01-03/source.pha,../data/processed/validation_heasoft/reduction/50030-01-01-03/background.pha,../data/processed/validation_heasoft/reduction/50030-01-01-03/response.rsp,NOT_GENERATED,fb568c73297313c648e09ceadc789dac27b0ec394c26d5b4f39ad627a70fc8e2,db19b6b2a0902b74f0ae16233280962e05c5b466de4342d9169447de489159ae,922dc45d34cf9f633fca321bf551cf86ebb26c43d3b21b20849c1190ac73b426,False,True,False,True
RXTE,PCA_PCU2_TOP_LAYER,50025-01-01-01,4u_1702_429,NS,../data/processed/validation_heasoft/reduction/50025-01-01-01/source.pha,../data/processed/validation_heasoft/reduction/50025-01-01-01/background.pha,../data/processed/validation_heasoft/reduction/50025-01-01-01/response.rsp,NOT_GENERATED,198e7d67dc1be1949c84e1001109dd91da01b2318ccc16a1122241fbf4539e52,5a38bd3304531fd14c1dcd78148b98fee938ef1ff063f7f5eb3cccacc2ef8473,36b0d7d3c3ec9c163d5f0b129a6ca92b6500fc66bb4764bc52a6e2af00364169,False,True,False,True
