cohort,model,source_id,source_name,true_class,native_state_label,observations,mean_p_NS,median_p_NS,min_p_NS,max_p_NS,fraction_correct,interpretation
HEASOFT_VALIDATION,logistic,ser_x_1,Ser X-1,NS,NS_ATOLL_UPPER_BANANA,1,0.78853176324118,0.78853176324118,0.78853176324118,0.78853176324118,1.0,"Descriptive fixed-source variation; not causal, no significance test."
PRIMARY_29,forest,1a_1744_361,1A 1744-361,NS,NS_ATOLL_AHB_LOW_HARD,1,0.873307340774951,0.873307340774951,0.873307340774951,0.873307340774951,1.0,"Descriptive fixed-source variation; not causal, no significance test."
PRIMARY_29,forest,1a_1744_361,1A 1744-361,NS,NS_ATOLL_BANANA,6,0.9275764651053852,0.9233845196861101,0.9142154131087484,0.957624182344194,1.0,"Descriptive fixed-source variation; not causal, no significance test."
PRIMARY_29,forest,4u_1543_475,4U 1543-475,BH,BH_HARD,2,0.7916189644865539,0.7916189644865539,0.760194398626719,0.8230435303463888,0.0,"Descriptive fixed-source variation; not causal, no significance test."
PRIMARY_29,forest,4u_1543_475,4U 1543-475,BH,BH_THERMAL_DOMINANT,8,0.6625814617080072,0.7491249657831622,0.0732511797511797,0.930028227891762,0.25,"Descriptive fixed-source variation; not causal, no significance test."
PRIMARY_29,forest,ks_1731_260,KS 1731-260,NS,NS_ATOLL_BANANA,9,0.9553989135217815,0.9592132500193536,0.9399348390568169,0.9592132500193536,1.0,"Descriptive fixed-source variation; not causal, no significance test."
PRIMARY_29,forest,ks_1731_260,KS 1731-260,NS,NS_ATOLL_ISLAND,3,0.653301837186837,0.6585999222124346,0.6261147986686041,0.6751907906794721,1.0,"Descriptive fixed-source variation; not causal, no significance test."
PRIMARY_29,forest,ser_x_1,Ser X-1,NS,NS_ATOLL_BANANA,2,0.9486486630199711,0.9486486630199711,0.9474985108219988,0.9497988152179434,1.0,"Descriptive fixed-source variation; not causal, no significance test."
PRIMARY_29,forest,ser_x_1,Ser X-1,NS,NS_ATOLL_UPPER_BANANA,1,0.9422172942285952,0.9422172942285952,0.9422172942285952,0.9422172942285952,1.0,"Descriptive fixed-source variation; not causal, no significance test."
PRIMARY_29,logistic,1a_1744_361,1A 1744-361,NS,NS_ATOLL_AHB_LOW_HARD,1,0.7843037536685703,0.7843037536685703,0.7843037536685703,0.7843037536685703,1.0,"Descriptive fixed-source variation; not causal, no significance test."
PRIMARY_29,logistic,1a_1744_361,1A 1744-361,NS,NS_ATOLL_BANANA,6,0.8908942991803389,0.8864242846702568,0.8718266931149405,0.9303419795913758,1.0,"Descriptive fixed-source variation; not causal, no significance test."
PRIMARY_29,logistic,4u_1543_475,4U 1543-475,BH,BH_HARD,2,0.7671453864856537,0.7671453864856537,0.7478824373421306,0.7864083356291767,0.0,"Descriptive fixed-source variation; not causal, no significance test."
PRIMARY_29,logistic,4u_1543_475,4U 1543-475,BH,BH_THERMAL_DOMINANT,8,0.5366319950331219,0.7078256794092074,0.165162692847215,0.752598655551952,0.375,"Descriptive fixed-source variation; not causal, no significance test."
PRIMARY_29,logistic,ks_1731_260,KS 1731-260,NS,NS_ATOLL_BANANA,9,0.9387551361059582,0.9369291842631,0.9193371366761264,0.9661076651793484,1.0,"Descriptive fixed-source variation; not causal, no significance test."
PRIMARY_29,logistic,ks_1731_260,KS 1731-260,NS,NS_ATOLL_ISLAND,3,0.6609640923625478,0.6651350000480339,0.6498766992065568,0.6678805778330527,1.0,"Descriptive fixed-source variation; not causal, no significance test."
PRIMARY_29,logistic,ser_x_1,Ser X-1,NS,NS_ATOLL_BANANA,2,0.934855626579971,0.934855626579971,0.932605128705856,0.937106124454086,1.0,"Descriptive fixed-source variation; not causal, no significance test."
PRIMARY_29,logistic,ser_x_1,Ser X-1,NS,NS_ATOLL_UPPER_BANANA,1,0.9655752950220508,0.9655752950220508,0.9655752950220508,0.9655752950220508,1.0,"Descriptive fixed-source variation; not causal, no significance test."
